psi
50.34722
53.24074
56.13426
57.581019999999995
57.870369999999994
57.581019999999995
57.581019999999995
57.00232
57.00232
56.7129631
56.42361
57.00232
57.581019999999995
57.581019999999995
56.712959999999995
56.423610687255895
56.13426
55.2662
54.6875
54.1088
53.81944
53.81944
53.24074
53.24074173
53.24074
53.81944
52.662040000000005
52.662040000000005
52.372679999999995
52.662040000000005
53.24074
52.372679999999995
50.92593
49.76852
49.189820000000005
48.32176
47.74306
46.875
46.58564758300779
46.296295166015604
46.00694
45.13889
44.560179999999995
43.69213
43.11342621
42.53472
42.245368957519496
41.95602
41.956016540527294
41.956016540527294
41.956016540527294
41.956016540527294
41.956016540527294
41.95602
41.66667
41.66666794
41.66667
42.24537
43.11343
43.40278
43.11343
42.24537
41.95602
41.956016540527294
41.95602
42.245368957519496
42.53472
43.11343
43.40277863
43.69213
44.560179999999995
44.849540000000005
44.8495369
44.849540000000005
45.13889
46.2963
46.875
47.74306
48.03241
47.74306
47.74305725
47.74306
47.4537
48.03241
49.189820000000005
49.76852
50.34722
50.34722
49.76852
49.47917
49.76852
49.76852
49.76852
49.189820000000005
49.189820000000005
48.900459999999995
48.900459999999995
49.189820000000005
49.47917
49.47917
49.47917
49.47917
49.76852
49.76852
49.76852
50.34722
51.21528
52.08333
52.372679999999995
52.372679999999995
52.08333
51.79398
51.79398
51.79398
52.08333
52.372679999999995
53.81944
55.2662
56.42361
59.02778000000001
61.34259
63.94676
66.55093000000001
66.55093000000001
69.44444
70.02315
71.46991
72.33796
72.62731
72.91666
72.91666
72.62731
71.18056
70.8912
70.8912
71.18056
72.33796
72.33796
72.91666
72.91666
70.60185
68.57639
67.99769
67.70834
67.70834
67.70834
65.39352
65.39352
63.94676
62.5
61.34259
60.474540000000005
59.02778000000001
57.870369999999994
57.581019999999995
57.00232
56.712959999999995
56.712959999999995
58.15971999999999
59.317130000000006
59.606480000000005
59.317130000000006
58.15971999999999
56.712959999999995
55.55556
54.6875
53.81944
53.24074
52.372679999999995
51.79398
50.63657
49.76852
49.189820000000005
48.03241
46.875
46.00694
45.42824
45.13889
44.849540000000005
43.98148
43.69213
43.40278
43.11343
43.11343
42.53472
42.24537
41.95602
41.087959999999995
40.79861
40.79861
41.087959999999995
41.087959999999995
41.087959999999995
41.087959999999995
41.087959999999995
40.79861
40.79861
40.79861
40.50926
40.21991
40.21991
39.6412
39.6412
39.6412
39.35185
39.0625
38.77315
38.77315
38.77314758
38.77315
39.0625
39.35185242
39.6412
39.6412
40.21991
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21990585
40.21991
40.50925827026371
40.79861
40.79861
40.50926
40.50926
40.79861
41.66667
43.11343
43.69213
44.560179999999995
45.13889
45.42824
46.2963
46.875
47.4537
46.875
46.2963
45.42824
45.13889
44.560179999999995
44.560179999999995
43.98148
43.98148
43.69213
43.40277863
43.11343
43.11342621
43.11343
42.53472
42.245368957519496
41.95602
41.956016540527294
41.956016540527294
41.95602
42.245368957519496
42.53472
42.53472
43.11343
43.11343
43.11343
43.40278
44.560179999999995
45.42824
46.00694
46.296295166015604
46.58564758300779
46.875
46.58565
46.58565
46.2963
45.42824
44.560179999999995
43.69213
43.40277863
43.11343
42.534721374511705
41.95602
41.66667
41.087959999999995
40.798610687255895
40.50925827026371
40.21991
39.6412
39.35185
39.35185242
39.35185
39.0625
39.0625
39.0625
39.0625
38.77315
39.0625
39.35185
40.21991
40.21990585
40.21991
40.50925827026371
40.79861
40.79861
41.087959999999995
41.66667
41.95602
42.24537
41.95602
42.24537
42.245368957519496
42.245368957519496
42.24537
41.95602
41.956016540527294
41.95602
